EID_100001, Dupont, Bernadette, (024) 777 794 551, bernadette.dupont@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100247, Dupond, Gontran, (024) 777 209 679, gontran.dupond@heig-vd.ch, MALE, HEG, Administratif
EID_100248, Clément, Faustine, (024) 777 515 207, faustine.clement@heig-vd.ch, FEMALE, HEG, Administratif
EID_100249, Durant, Danièle, (024) 777 738 252, daniele.durant@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100250, Dupont, Danièle, (024) 777 336 796, daniele.dupont@heig-vd.ch, FEMALE, HEG, Administratif
EID_100251, De Decker, Charles, (024) 777 542 163, charles.dedecker@heig-vd.ch, MALE, EC, Etudiant
EID_100252, Durant, Danièle, (024) 777 406 635, daniele.durant@heig-vd.ch, FEMALE, TIN, Assistant
EID_100253, Bauer, Emma, (024) 777 120 297, emma.bauer@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100254, Simpson, Fabien, (024) 777 649 393, fabien.simpson@heig-vd.ch, MALE, TIC, Etudiant
EID_100255, Durant, Amélie, (024) 777 782 434, amelie.durant@heig-vd.ch, FEMALE, HEG, Professeur
EID_100256, Belmondo, Emilie, (024) 777 531 200, emilie.belmondo@heig-vd.ch, FEMALE, TIN, Assistant
EID_100257, Delon, Christine, (024) 777 864 525, christine.delon@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100258, Simpson, Bernadette, (024) 777 274 244, bernadette.simpson@heig-vd.ch, FEMALE, TIN, Assistant
EID_100259, Dupont, Carine, (024) 777 813 703, carine.dupont@heig-vd.ch, FEMALE, TIC, Assistant
EID_100260, Jones, Irène, (024) 777 755 410, irene.jones@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100261, Dupond, Carine, (024) 777 147 837, carine.dupond@heig-vd.ch, FEMALE, EC, Professeur
EID_100262, De Decker, Edgar, (024) 777 601 583, edgar.dedecker@heig-vd.ch, MALE, DEPG, Etudiant
EID_100263, Dupont, Aurore, (024) 777 208 189, aurore.dupont@heig-vd.ch, FEMALE, EC, Administratif
EID_100264, Bauer, Edgar, (024) 777 392 724, edgar.bauer@heig-vd.ch, MALE, TIN, Assistant
EID_100265, Dupont, Fabien, (024) 777 328 714, fabien.dupont@heig-vd.ch, MALE, EC, Professeur
EID_100266, De Decker, Amélie, (024) 777 110 624, amelie.dedecker@heig-vd.ch, FEMALE, TIN, Assistant
EID_100267, Durant, Carole, (024) 777 469 461, carole.durant@heig-vd.ch, FEMALE, HEG, Administratif
EID_100268, Marchand, Fabien, (024) 777 751 598, fabien.marchand@heig-vd.ch, MALE, TIC, Professeur
EID_100269, Dupont, Irène, (024) 777 279 418, irene.dupont@heig-vd.ch, FEMALE, HEG, Administratif
EID_100270, Belmondo, Emil, (024) 777 271 447, emil.belmondo@heig-vd.ch, MALE, EC, Assistant
EID_100271, Marchand, Guillaume, (024) 777 143 699, guillaume.marchand@heig-vd.ch, MALE, EC, Professeur
EID_100272, Durant, Julien, (024) 777 485 679, julien.durant@heig-vd.ch, MALE, COMEM, Etudiant
EID_100273, Simpson, Bryan, (024) 777 499 430, bryan.simpson@heig-vd.ch, MALE, COMEM, Administratif
EID_100274, Belmondo, Bernard, (024) 777 209 240, bernard.belmondo@heig-vd.ch, MALE, COMEM, Administratif
EID_100275, Clément, Fabrice, (024) 777 763 125, fabrice.clement@heig-vd.ch, MALE, COMEM, Professeur
EID_100276, Belmondo, Gilles, (024) 777 256 332, gilles.belmondo@heig-vd.ch, MALE, COMEM, Assistant
EID_100277, Durant, Henri, (024) 777 193 533, henri.durant@heig-vd.ch, MALE, TIN, Professeur
EID_100278, Dupont, Emilie, (024) 777 655 251, emilie.dupont@heig-vd.ch, FEMALE, HEG, Assistant
EID_100279, Smith, Emil, (024) 777 258 330, emil.smith@heig-vd.ch, MALE, TIC, Professeur
EID_100280, Bauer, Gontran, (024) 777 739 508, gontran.bauer@heig-vd.ch, MALE, TIC, Professeur
EID_100281, Dupont, Emilie, (024) 777 185 883, emilie.dupont@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100282, Bauer, Emma, (024) 777 650 787, emma.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_100283, Smith, Brigitte, (024) 777 142 615, brigitte.smith@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100284, Simpson, Guillaume, (024) 777 530 386, guillaume.simpson@heig-vd.ch, MALE, TIC, Administratif
EID_100285, Clément, Bryan, (024) 777 509 221, bryan.clement@heig-vd.ch, MALE, TIN, Administratif
EID_100286, Marchand, Albert, (024) 777 877 771, albert.marchand@heig-vd.ch, MALE, TIC, Administratif
EID_100287, Simpson, Evelyne, (024) 777 469 114, evelyne.simpson@heig-vd.ch, FEMALE, HEG, Assistant
EID_100288, Bauer, Danièle, (024) 777 593 223, daniele.bauer@heig-vd.ch, FEMALE, HEG, Administratif
EID_100289, De Decker, Gontran, (024) 777 530 683, gontran.dedecker@heig-vd.ch, MALE, TIC, Administratif
EID_100290, De Villiers, Guillaume, (024) 777 538 673, guillaume.devilliers@heig-vd.ch, MALE, DEPG, Professeur
EID_100291, Dupont, Danièle, (024) 777 704 604, daniele.dupont@heig-vd.ch, FEMALE, EC, Administratif
EID_100292, Delon, Gilles, (024) 777 167 817, gilles.delon@heig-vd.ch, MALE, COMEM, Professeur
EID_100293, Durant, Edgar, (024) 777 586 414, edgar.durant@heig-vd.ch, MALE, HEG, Administratif
EID_100294, De Villiers, Christine, (024) 777 108 579, christine.devilliers@heig-vd.ch, FEMALE, HEG, Assistant
EID_100295, Dupond, Emil, (024) 777 545 299, emil.dupond@heig-vd.ch, MALE, HEG, Assistant
EID_100296, Clément, Fabienne, (024) 777 881 534, fabienne.clement@heig-vd.ch, FEMALE, HEG, Professeur
EID_100297, Delon, Charles, (024) 777 103 459, charles.delon@heig-vd.ch, MALE, TIN, Assistant
EID_100298, De Villiers, Cédric, (024) 777 663 405, cedric.devilliers@heig-vd.ch, MALE, EC, Etudiant
EID_100299, Smith, Julien, (024) 777 604 813, julien.smith@heig-vd.ch, MALE, HEG, Assistant
EID_100300, De Decker, Fabienne, (024) 777 247 180, fabienne.dedecker@heig-vd.ch, FEMALE, EC, Assistant
EID_100301, Clément, Gilles, (024) 777 815 684, gilles.clement@heig-vd.ch, MALE, HEG, Etudiant
EID_100302, Marchand, Bryan, (024) 777 432 780, bryan.marchand@heig-vd.ch, MALE, COMEM, Administratif
EID_100303, Jones, Dylan, (024) 777 497 818, dylan.jones@heig-vd.ch, MALE, TIC, Assistant
EID_100304, De Villiers, Julie, (024) 777 888 677, julie.devilliers@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100305, Simpson, Evelyne, (024) 777 634 521, evelyne.simpson@heig-vd.ch, FEMALE, HEG, Professeur
EID_100306, Durant, Charles, (024) 777 178 277, charles.durant@heig-vd.ch, MALE, TIC, Assistant
EID_100307, Delon, Christine, (024) 777 335 780, christine.delon@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100308, Durant, Fabien, (024) 777 440 819, fabien.durant@heig-vd.ch, MALE, EC, Etudiant
EID_100309, De Decker, Faustine, (024) 777 759 334, faustine.dedecker@heig-vd.ch, FEMALE, EC, Professeur
EID_100310, Durant, Bernadette, (024) 777 260 376, bernadette.durant@heig-vd.ch, FEMALE, TIC, Administratif
EID_100311, Dupont, Henri, (024) 777 571 622, henri.dupont@heig-vd.ch, MALE, COMEM, Administratif
EID_100312, Clément, Marc, (024) 777 783 355, marc.clement@heig-vd.ch, MALE, HEG, Professeur
EID_100313, Belmondo, Aurore, (024) 777 851 814, aurore.belmondo@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100314, De Villiers, Luc, (024) 777 591 435, luc.devilliers@heig-vd.ch, MALE, HEG, Administratif
EID_100315, Dupont, Georgette, (024) 777 582 370, georgette.dupont@heig-vd.ch, FEMALE, HEG, Assistant
EID_100316, Dupond, Fabrice, (024) 777 794 165, fabrice.dupond@heig-vd.ch, MALE, DEPG, Professeur
EID_100317, Belmondo, Emma, (024) 777 707 765, emma.belmondo@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100318, Smith, Evelyne, (024) 777 862 792, evelyne.smith@heig-vd.ch, FEMALE, TIN, Assistant
EID_100319, Clément, Henri, (024) 777 643 687, henri.clement@heig-vd.ch, MALE, EC, Assistant
EID_100320, Smith, Fabrice, (024) 777 695 601, fabrice.smith@heig-vd.ch, MALE, TIN, Etudiant
EID_100321, Dupond, Brigitte, (024) 777 882 582, brigitte.dupond@heig-vd.ch, FEMALE, HEG, Administratif
EID_100322, Durant, Luc, (024) 777 138 770, luc.durant@heig-vd.ch, MALE, COMEM, Professeur
EID_100323, Dupond, Aurore, (024) 777 760 116, aurore.dupond@heig-vd.ch, FEMALE, TIN, Professeur
EID_100324, Dupont, Emil, (024) 777 144 114, emil.dupont@heig-vd.ch, MALE, HEG, Administratif
EID_100325, Bauer, Carole, (024) 777 792 654, carole.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_100326, Clément, Dylan, (024) 777 816 751, dylan.clement@heig-vd.ch, MALE, TIC, Administratif
EID_100327, Durant, Bernadette, (024) 777 629 471, bernadette.durant@heig-vd.ch, FEMALE, EC, Assistant
EID_100328, Smith, Aurore, (024) 777 642 170, aurore.smith@heig-vd.ch, FEMALE, TIN, Assistant
EID_100329, Dupont, Henri, (024) 777 686 191, henri.dupont@heig-vd.ch, MALE, COMEM, Etudiant
EID_100330, Smith, Henriette, (024) 777 246 700, henriette.smith@heig-vd.ch, FEMALE, TIN, Administratif
EID_100331, Dupont, Christine, (024) 777 352 289, christine.dupont@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100332, De Decker, Christine, (024) 777 676 438, christine.dedecker@heig-vd.ch, FEMALE, TIN, Professeur
EID_100333, Simpson, Charles, (024) 777 842 476, charles.simpson@heig-vd.ch, MALE, COMEM, Administratif
EID_100334, Bauer, Henriette, (024) 777 543 431, henriette.bauer@heig-vd.ch, FEMALE, HEG, Professeur
EID_100335, Durant, Jimmy, (024) 777 523 205, jimmy.durant@heig-vd.ch, MALE, TIN, Etudiant
EID_100336, Dupont, Anne, (024) 777 160 280, anne.dupont@heig-vd.ch, FEMALE, HEG, Professeur
EID_100337, Clément, Henri, (024) 777 164 537, henri.clement@heig-vd.ch, MALE, COMEM, Assistant
EID_100338, Marchand, Danièle, (024) 777 349 702, daniele.marchand@heig-vd.ch, FEMALE, HEG, Administratif
EID_100339, De Decker, Didier, (024) 777 548 356, didier.dedecker@heig-vd.ch, MALE, DEPG, Professeur
EID_100340, Bauer, Frédéric, (024) 777 375 699, frederic.bauer@heig-vd.ch, MALE, COMEM, Assistant
EID_100341, Bauer, Emma, (024) 777 314 308, emma.bauer@heig-vd.ch, FEMALE, TIC, Administratif
EID_100342, Dupont, Fabienne, (024) 777 132 482, fabienne.dupont@heig-vd.ch, FEMALE, EC, Professeur
EID_100343, Dupond, Faustine, (024) 777 467 800, faustine.dupond@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100344, Marchand, Julien, (024) 777 659 287, julien.marchand@heig-vd.ch, MALE, TIC, Assistant
EID_100345, Belmondo, Guillaume, (024) 777 809 474, guillaume.belmondo@heig-vd.ch, MALE, TIN, Etudiant
EID_100346, Dupond, Albert, (024) 777 752 455, albert.dupond@heig-vd.ch, MALE, HEG, Etudiant
EID_100347, Jones, Charles, (024) 777 696 735, charles.jones@heig-vd.ch, MALE, TIC, Professeur
EID_100348, Dupond, Bernard, (024) 777 105 201, bernard.dupond@heig-vd.ch, MALE, TIN, Administratif
EID_100349, Smith, Brigitte, (024) 777 287 638, brigitte.smith@heig-vd.ch, FEMALE, EC, Administratif
EID_100350, Durant, Charles, (024) 777 214 861, charles.durant@heig-vd.ch, MALE, COMEM, Administratif
EID_100351, Clément, Anne, (024) 777 666 560, anne.clement@heig-vd.ch, FEMALE, HEG, Professeur
EID_100352, Clément, Bernard, (024) 777 148 736, bernard.clement@heig-vd.ch, MALE, DEPG, Assistant
EID_100353, Dupond, Danièle, (024) 777 167 897, daniele.dupond@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100354, Simpson, Carole, (024) 777 623 644, carole.simpson@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100355, Dupont, Fabrice, (024) 777 281 113, fabrice.dupont@heig-vd.ch, MALE, COMEM, Etudiant
EID_100356, Simpson, Amélie, (024) 777 233 883, amelie.simpson@heig-vd.ch, FEMALE, TIN, Assistant
EID_100357, Marchand, Danièle, (024) 777 846 134, daniele.marchand@heig-vd.ch, FEMALE, EC, Professeur
EID_100358, Marchand, Emilie, (024) 777 692 627, emilie.marchand@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100359, Smith, Emil, (024) 777 354 884, emil.smith@heig-vd.ch, MALE, EC, Administratif
EID_100360, Clément, Amélie, (024) 777 559 770, amelie.clement@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100361, Simpson, Christine, (024) 777 151 321, christine.simpson@heig-vd.ch, FEMALE, HEG, Professeur
EID_100362, Marchand, Luc, (024) 777 803 499, luc.marchand@heig-vd.ch, MALE, COMEM, Assistant
EID_100363, Delon, Lucien, (024) 777 537 222, lucien.delon@heig-vd.ch, MALE, EC, Professeur
EID_100364, Clément, Guillaume, (024) 777 359 649, guillaume.clement@heig-vd.ch, MALE, COMEM, Assistant
EID_100365, Durant, Anne, (024) 777 244 487, anne.durant@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100366, Smith, Gilles, (024) 777 302 878, gilles.smith@heig-vd.ch, MALE, EC, Assistant
EID_100367, Dupond, Carole, (024) 777 823 541, carole.dupond@heig-vd.ch, FEMALE, TIN, Assistant
EID_100368, Durant, Julien, (024) 777 103 322, julien.durant@heig-vd.ch, MALE, TIN, Professeur
EID_100369, Dupont, Aurore, (024) 777 882 574, aurore.dupont@heig-vd.ch, FEMALE, HEG, Assistant
EID_100370, Dupond, Henri, (024) 777 512 116, henri.dupond@heig-vd.ch, MALE, DEPG, Administratif
EID_100371, Belmondo, Faustine, (024) 777 793 559, faustine.belmondo@heig-vd.ch, FEMALE, HEG, Assistant
EID_100372, Dupond, Fabrice, (024) 777 660 869, fabrice.dupond@heig-vd.ch, MALE, EC, Assistant
EID_100373, Dupont, Faustine, (024) 777 786 670, faustine.dupont@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100374, Simpson, Luc, (024) 777 184 375, luc.simpson@heig-vd.ch, MALE, TIN, Etudiant
EID_100375, Bauer, Bernadette, (024) 777 124 693, bernadette.bauer@heig-vd.ch, FEMALE, EC, Administratif
EID_100376, De Decker, Marc, (024) 777 894 887, marc.dedecker@heig-vd.ch, MALE, EC, Assistant
EID_100377, De Decker, Christine, (024) 777 708 662, christine.dedecker@heig-vd.ch, FEMALE, HEG, Administratif
EID_100378, Simpson, Gilles, (024) 777 438 823, gilles.simpson@heig-vd.ch, MALE, HEG, Assistant
EID_100379, Jones, Carole, (024) 777 883 119, carole.jones@heig-vd.ch, FEMALE, HEG, Professeur
EID_100380, Bauer, Aurore, (024) 777 403 742, aurore.bauer@heig-vd.ch, FEMALE, EC, Assistant
EID_100381, Simpson, Brigitte, (024) 777 198 756, brigitte.simpson@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100382, Clément, Jimmy, (024) 777 462 821, jimmy.clement@heig-vd.ch, MALE, TIN, Assistant
EID_100383, Dupont, Christine, (024) 777 853 668, christine.dupont@heig-vd.ch, FEMALE, TIN, Professeur
EID_100384, Belmondo, Dylan, (024) 777 678 505, dylan.belmondo@heig-vd.ch, MALE, HEG, Assistant
EID_100385, Dupond, Edgar, (024) 777 860 215, edgar.dupond@heig-vd.ch, MALE, DEPG, Administratif
EID_100386, Delon, Julien, (024) 777 896 257, julien.delon@heig-vd.ch, MALE, DEPG, Professeur
EID_100387, Bauer, Fabien, (024) 777 301 244, fabien.bauer@heig-vd.ch, MALE, TIN, Professeur
EID_100388, Jones, Julie, (024) 777 548 227, julie.jones@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100389, Jones, Amélie, (024) 777 237 413, amelie.jones@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100390, De Villiers, Carole, (024) 777 601 541, carole.devilliers@heig-vd.ch, FEMALE, TIN, Assistant
EID_100391, Durant, Emma, (024) 777 619 659, emma.durant@heig-vd.ch, FEMALE, TIC, Professeur
EID_100392, Smith, Frédéric, (024) 777 898 334, frederic.smith@heig-vd.ch, MALE, DEPG, Etudiant
EID_100393, Smith, Charles, (024) 777 614 568, charles.smith@heig-vd.ch, MALE, EC, Professeur
EID_100394, Delon, Gontran, (024) 777 733 600, gontran.delon@heig-vd.ch, MALE, DEPG, Assistant
EID_100395, Bauer, Dorothé, (024) 777 244 467, dorothe.bauer@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100396, Delon, Henri, (024) 777 781 677, henri.delon@heig-vd.ch, MALE, TIC, Professeur
EID_100397, Delon, Julie, (024) 777 515 620, julie.delon@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100398, Belmondo, Cédric, (024) 777 138 344, cedric.belmondo@heig-vd.ch, MALE, TIC, Assistant
EID_100399, Jones, Frédéric, (024) 777 617 523, frederic.jones@heig-vd.ch, MALE, HEG, Professeur
EID_100400, De Decker, Julien, (024) 777 327 449, julien.dedecker@heig-vd.ch, MALE, TIN, Assistant
EID_100401, Delon, Jimmy, (024) 777 203 502, jimmy.delon@heig-vd.ch, MALE, HEG, Administratif
EID_100402, De Villiers, Luc, (024) 777 479 640, luc.devilliers@heig-vd.ch, MALE, TIN, Administratif
EID_100403, Bauer, Brigitte, (024) 777 422 221, brigitte.bauer@heig-vd.ch, FEMALE, EC, Etudiant
EID_100404, Jones, Danièle, (024) 777 711 453, daniele.jones@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100405, Simpson, Dorothé, (024) 777 871 546, dorothe.simpson@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100406, De Villiers, Aurore, (024) 777 560 699, aurore.devilliers@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100407, Simpson, Cédric, (024) 777 715 882, cedric.simpson@heig-vd.ch, MALE, HEG, Professeur
EID_100408, De Decker, Irène, (024) 777 514 263, irene.dedecker@heig-vd.ch, FEMALE, EC, Assistant
EID_100409, Belmondo, Carole, (024) 777 154 679, carole.belmondo@heig-vd.ch, FEMALE, HEG, Administratif
EID_100410, Smith, Dylan, (024) 777 607 118, dylan.smith@heig-vd.ch, MALE, TIN, Administratif
EID_100411, De Decker, Guillaume, (024) 777 356 321, guillaume.dedecker@heig-vd.ch, MALE, HEG, Administratif
EID_100412, Jones, Emilie, (024) 777 768 647, emilie.jones@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100413, Smith, Danièle, (024) 777 681 102, daniele.smith@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100414, Dupond, Christine, (024) 777 529 815, christine.dupond@heig-vd.ch, FEMALE, TIC, Assistant
EID_100415, Marchand, Emilie, (024) 777 848 101, emilie.marchand@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100416, Belmondo, Evelyne, (024) 777 662 780, evelyne.belmondo@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100417, Simpson, Emilie, (024) 777 298 613, emilie.simpson@heig-vd.ch, FEMALE, TIN, Assistant
EID_100418, Belmondo, Anne, (024) 777 405 216, anne.belmondo@heig-vd.ch, FEMALE, TIC, Administratif
EID_100419, Durant, Guillaume, (024) 777 687 687, guillaume.durant@heig-vd.ch, MALE, HEG, Administratif
EID_100420, Dupont, Julie, (024) 777 125 224, julie.dupont@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100421, De Decker, Dorothé, (024) 777 436 532, dorothe.dedecker@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100422, Clément, Frédéric, (024) 777 824 755, frederic.clement@heig-vd.ch, MALE, HEG, Professeur
EID_100423, De Decker, Julien, (024) 777 750 130, julien.dedecker@heig-vd.ch, MALE, TIC, Professeur
EID_100424, Marchand, Emil, (024) 777 587 496, emil.marchand@heig-vd.ch, MALE, EC, Professeur
EID_100425, Smith, Frédéric, (024) 777 319 200, frederic.smith@heig-vd.ch, MALE, HEG, Professeur
EID_100426, De Decker, Jimmy, (024) 777 740 248, jimmy.dedecker@heig-vd.ch, MALE, EC, Administratif
EID_100427, Delon, Emilie, (024) 777 178 595, emilie.delon@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100428, Marchand, Lucien, (024) 777 395 882, lucien.marchand@heig-vd.ch, MALE, TIN, Etudiant
EID_100429, Jones, Emilie, (024) 777 774 350, emilie.jones@heig-vd.ch, FEMALE, EC, Assistant
EID_100430, Delon, Anne, (024) 777 385 763, anne.delon@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100431, Jones, Bernadette, (024) 777 619 785, bernadette.jones@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100432, Bauer, Edgar, (024) 777 181 146, edgar.bauer@heig-vd.ch, MALE, DEPG, Professeur
EID_100433, Durant, Julien, (024) 777 696 452, julien.durant@heig-vd.ch, MALE, HEG, Etudiant
EID_100434, Dupont, Didier, (024) 777 585 412, didier.dupont@heig-vd.ch, MALE, TIC, Etudiant
EID_100435, Dupond, Brigitte, (024) 777 343 747, brigitte.dupond@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100436, Jones, Brigitte, (024) 777 827 544, brigitte.jones@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100437, Jones, Didier, (024) 777 702 172, didier.jones@heig-vd.ch, MALE, COMEM, Etudiant
EID_100438, Durant, Fabienne, (024) 777 257 159, fabienne.durant@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100439, Simpson, Evelyne, (024) 777 729 672, evelyne.simpson@heig-vd.ch, FEMALE, EC, Etudiant
EID_100440, Bauer, Julien, (024) 777 822 524, julien.bauer@heig-vd.ch, MALE, TIN, Assistant
EID_100441, Dupond, Henri, (024) 777 703 663, henri.dupond@heig-vd.ch, MALE, COMEM, Etudiant
EID_100442, Jones, Bernard, (024) 777 616 661, bernard.jones@heig-vd.ch, MALE, HEG, Assistant
EID_100443, Delon, Emil, (024) 777 197 234, emil.delon@heig-vd.ch, MALE, EC, Etudiant
EID_100444, De Villiers, Julie, (024) 777 531 196, julie.devilliers@heig-vd.ch, FEMALE, EC, Etudiant
EID_100445, Durant, Gilles, (024) 777 185 579, gilles.durant@heig-vd.ch, MALE, TIC, Etudiant
EID_100446, Durant, Edgar, (024) 777 403 758, edgar.durant@heig-vd.ch, MALE, COMEM, Professeur
EID_100447, Marchand, Anne, (024) 777 601 720, anne.marchand@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100448, Durant, Guillaume, (024) 777 757 163, guillaume.durant@heig-vd.ch, MALE, TIC, Administratif
EID_100449, De Villiers, Charles, (024) 777 723 644, charles.devilliers@heig-vd.ch, MALE, TIC, Assistant
EID_100450, De Villiers, Dylan, (024) 777 143 359, dylan.devilliers@heig-vd.ch, MALE, EC, Assistant
EID_100451, Marchand, Amélie, (024) 777 644 886, amelie.marchand@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100452, Bauer, Brigitte, (024) 777 285 174, brigitte.bauer@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100453, De Decker, Luc, (024) 777 451 529, luc.dedecker@heig-vd.ch, MALE, TIC, Assistant
EID_100454, Jones, Carine, (024) 777 179 767, carine.jones@heig-vd.ch, FEMALE, EC, Administratif
EID_100455, Bauer, Emma, (024) 777 132 115, emma.bauer@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100456, Smith, Emil, (024) 777 704 707, emil.smith@heig-vd.ch, MALE, TIC, Assistant
EID_100457, Dupont, Bernard, (024) 777 335 858, bernard.dupont@heig-vd.ch, MALE, TIC, Administratif
EID_100458, Bauer, Cédric, (024) 777 273 375, cedric.bauer@heig-vd.ch, MALE, TIN, Etudiant
EID_100459, Bauer, Gilles, (024) 777 610 492, gilles.bauer@heig-vd.ch, MALE, COMEM, Professeur
